level,score_mode,metric,point,ci_low,ci_high,std,iterations
patient_max,l1,f1,0.4726735598227474,0.42377156119534165,0.5154172620056667,0.023373414754664267,1000
patient_max,l1,fpr,0.017543859649122806,0.0,0.04,0.010317994390762641,1000
patient_max,retina_band_mse,auroc,0.904885430177259,0.8819738228144998,0.924930628924684,0.01133159050876957,1000
patient_max,retina_band_mse,accuracy,0.5824817518248175,0.545985401459854,0.618978102189781,0.019105038671403788,1000
patient_max,retina_band_mse,precision,0.9956521739130435,0.9861751152073732,1.0,0.004327212190774813,1000
patient_max,retina_band_mse,recall,0.4455252918287938,0.4042062827809397,0.48622182337501935,0.02190155767121304,1000
patient_max,retina_band_mse,f1,0.6155913978494624,0.5746448337722814,0.6543046357615894,0.02101895459571233,1000
patient_max,retina_band_mse,fpr,0.005847953216374269,0.0,0.01887393342146376,0.005830349214437873,1000
patient_max,retina_weighted_mse,auroc,0.9101531390083509,0.8873920728452074,0.9300610344351702,0.01122705802210627,1000
patient_max,retina_weighted_mse,accuracy,0.5824817518248175,0.5416058394160584,0.618978102189781,0.019574489588770443,1000
patient_max,retina_weighted_mse,precision,1.0,1.0,1.0,0.0,1000
patient_max,retina_weighted_mse,recall,0.44357976653696496,0.39843506872406637,0.4858783462696024,0.02244107601343894,1000
patient_max,retina_weighted_mse,f1,0.6145552560646901,0.5698299156209075,0.6539947868091924,0.021574436947719964,1000
patient_max,retina_weighted_mse,fpr,0.0,0.0,0.0,0.0,1000
patient_max,topk_mse_5,auroc,0.9409516007918629,0.923495972862308,0.9565404177204863,0.008545901104354308,1000
patient_max,topk_mse_5,accuracy,0.5313868613138686,0.49343065693430654,0.5693795620437956,0.019230172980748472,1000
patient_max,topk_mse_5,precision,1.0,1.0,1.0,0.0,1000
patient_max,topk_mse_5,recall,0.3754863813229572,0.3314498266563945,0.4189770656315827,0.02181572716039097,1000
patient_max,topk_mse_5,f1,0.545968882602546,0.4978780574663847,0.5905339492025433,0.023078805072895017,1000
patient_max,topk_mse_5,fpr,0.0,0.0,0.0,0.0,1000
patient_max,topk_mse_10,auroc,0.932543745875714,0.9148644891683811,0.9495804337121817,0.00926645911886782,1000
patient_max,topk_mse_10,accuracy,0.564963503649635,0.5284306569343066,0.6014598540145986,0.019240345452066696,1000
patient_max,topk_mse_10,precision,1.0,1.0,1.0,0.0,1000
patient_max,topk_mse_10,recall,0.42023346303501946,0.3762560970429101,0.46452030006886347,0.02241938511308196,1000
patient_max,topk_mse_10,f1,0.5917808219178082,0.5467820964545255,0.6343651021188291,0.022256677745192723,1000
patient_max,topk_mse_10,fpr,0.0,0.0,0.0,0.0,1000
patient_max,ensemble_mse_l1,auroc,0.8859990443033654,0.8600055476624403,0.9116332254739051,0.013082936337032136,1000
patient_max,ensemble_mse_l1,accuracy,0.5678832116788322,0.527007299270073,0.6058394160583942,0.01978368020766667,1000
patient_max,ensemble_mse_l1,precision,0.990990990990991,0.9763004965019183,1.0,0.006539456733232067,1000
patient_max,ensemble_mse_l1,recall,0.4280155642023346,0.384909183015566,0.4713803013101089,0.022588155873000754,1000
patient_max,ensemble_mse_l1,f1,0.5978260869565217,0.553667883652893,0.6393686122505736,0.02217528872563284,1000
patient_max,ensemble_mse_l1,fpr,0.011695906432748537,0.0,0.03067484662576687,0.008492638939304924,1000
patient_max,ensemble_mse_retina,auroc,0.9104261951896602,0.8890692645834524,0.9312709057310711,0.01102934304045769,1000
patient_max,ensemble_mse_retina,accuracy,0.5824817518248175,0.545985401459854,0.621897810218978,0.01903113986487097,1000
patient_max,ensemble_mse_retina,precision,0.9956521739130435,0.9863636363636363,1.0,0.004407589633498554,1000
patient_max,ensemble_mse_retina,recall,0.4455252918287938,0.4035008929509402,0.4914769445965304,0.022094553908791628,1000
patient_max,ensemble_mse_retina,f1,0.6155913978494624,0.5748917272260148,0.6582715326567786,0.021097523718902906,1000
patient_max,ensemble_mse_retina,fpr,0.005847953216374269,0.0,0.01887393342146376,0.0059493012777457705,1000
patient_max,ensemble_mse_l1_retina,auroc,0.8973650078503652,0.872577935248144,0.9202770043980137,0.012570827842046824,1000
