patient_aggregation,percentile,score_mode,threshold,auroc,accuracy,precision,recall,f1,fpr,tn,fp,fn,tp
max,95,ensemble_l1_ssim_topk,3.960621798607263,0.8980135162809748,0.5941605839416059,0.9957983193277311,0.46108949416342415,0.6303191489361702,0.005847953216374269,170,1,277,237
max,97,ensemble_l1_ssim_topk,5.025126236333359,0.8980135162809748,0.4759124087591241,1.0,0.301556420233463,0.4633781763826607,0.0,171,0,359,155
max,99,ensemble_l1_ssim_topk,8.18328715046343,0.8980135162809748,0.31532846715328466,1.0,0.08754863813229571,0.16100178890876565,0.0,171,0,469,45
max,95,ensemble_mse_l1_retina,4.438072546165215,0.897171593055271,0.581021897810219,0.9956331877729258,0.44357976653696496,0.6137281292059219,0.005847953216374269,170,1,286,228
max,97,ensemble_mse_l1_retina,5.825715085081779,0.897171593055271,0.472992700729927,1.0,0.29766536964980544,0.4587706146926537,0.0,171,0,361,153
max,99,ensemble_mse_l1_retina,10.203019680587012,0.897171593055271,0.3094890510948905,1.0,0.07976653696498054,0.14774774774774774,0.0,171,0,473,41
max,95,ensemble_all_base,4.581794360711963,0.906501012583339,0.583941605839416,0.9956709956709957,0.4474708171206226,0.6174496644295302,0.005847953216374269,170,1,284,230
max,97,ensemble_all_base,5.825449584853792,0.906501012583339,0.472992700729927,1.0,0.29766536964980544,0.4587706146926537,0.0,171,0,361,153
max,99,ensemble_all_base,9.672243402080053,0.906501012583339,0.3182481751824818,1.0,0.0914396887159533,0.16755793226381463,0.0,171,0,467,47
top2_mean,95,mse,0.0020006674458272395,0.9123944751632648,0.6145985401459854,0.9921259842519685,0.490272373540856,0.65625,0.011695906432748537,169,2,262,252
top2_mean,97,mse,0.0024794021365232163,0.9123944751632648,0.5007299270072992,1.0,0.3346303501945525,0.5014577259475219,0.0,171,0,342,172
top2_mean,99,mse,0.0037215659907087126,0.9123944751632648,0.3445255474452555,1.0,0.1264591439688716,0.22452504317789293,0.0,171,0,449,65
top2_mean,95,l1,0.029909812659025134,0.8557011855189205,0.5007299270072992,0.9886363636363636,0.33852140077821014,0.5043478260869565,0.011695906432748537,169,2,340,174
top2_mean,97,l1,0.03170677421614525,0.8557011855189205,0.44379562043795623,0.9854014598540146,0.26264591439688717,0.4147465437788018,0.011695906432748537,169,2,379,135
top2_mean,99,l1,0.035535926893353414,0.8557011855189205,0.35912408759124087,1.0,0.14591439688715954,0.2546689303904924,0.0,171,0,439,75
top2_mean,95,ssim_error,0.32137041687965384,0.781509545589005,0.3708029197080292,0.9560439560439561,0.16926070038910507,0.28760330578512394,0.023391812865497075,167,4,427,87
top2_mean,97,ssim_error,0.35020583570003505,0.781509545589005,0.30656934306569344,0.9534883720930233,0.07976653696498054,0.14721723518850988,0.011695906432748537,169,2,473,41
top2_mean,99,ssim_error,0.3863317644596099,0.781509545589005,0.28029197080291973,0.92,0.04474708171206226,0.08534322820037106,0.011695906432748537,169,2,491,23
top2_mean,95,mse_ssim_score,0.06597250327467913,0.7896557216647325,0.37518248175182484,0.9574468085106383,0.17509727626459143,0.29605263157894735,0.023391812865497075,167,4,424,90
top2_mean,97,mse_ssim_score,0.07144803963601584,0.7896557216647325,0.327007299270073,0.9649122807017544,0.10700389105058365,0.19264448336252188,0.011695906432748537,169,2,459,55
top2_mean,99,mse_ssim_score,0.07957688309252257,0.7896557216647325,0.28175182481751826,0.9230769230769231,0.04669260700389105,0.08888888888888889,0.011695906432748537,169,2,490,24
top2_mean,95,retina_band_mse,0.002304564084624795,0.9109267981887272,0.6145985401459854,0.9921259842519685,0.490272373540856,0.65625,0.011695906432748537,169,2,262,252
top2_mean,97,retina_band_mse,0.00277827387209975,0.9109267981887272,0.5445255474452555,1.0,0.39299610894941633,0.5642458100558659,0.0,171,0,312,202
top2_mean,99,retina_band_mse,0.004339320752769656,0.9109267981887272,0.3386861313868613,1.0,0.11867704280155641,0.21217391304347827,0.0,171,0,453,61
top2_mean,95,retina_weighted_mse,0.002181597729213469,0.915011263567479,0.6262773722627737,0.9923664122137404,0.5058365758754864,0.6701030927835051,0.011695906432748537,169,2,254,260
top2_mean,97,retina_weighted_mse,0.0027190709486603227,0.915011263567479,0.5211678832116788,1.0,0.36186770428015563,0.5314285714285715,0.0,171,0,328,186
top2_mean,99,retina_weighted_mse,0.003951582559384364,0.915011263567479,0.35912408759124087,1.0,0.14591439688715954,0.2546689303904924,0.0,171,0,439,75
top2_mean,95,topk_mse_5,0.025467398483306074,0.9448312740346326,0.5883211678832116,0.9957264957264957,0.45330739299610895,0.6229946524064172,0.005847953216374269,170,1,281,233
top2_mean,97,topk_mse_5,0.030385966710746157,0.9448312740346326,0.491970802919708,0.9940476190476191,0.32490272373540857,0.4897360703812317,0.005847953216374269,170,1,347,167
top2_mean,99,topk_mse_5,0.050295864529907655,0.9448312740346326,0.31532846715328466,1.0,0.08754863813229571,0.16100178890876565,0.0,171,0,469,45
top2_mean,95,topk_mse_10,0.014809699077159134,0.9360365895282955,0.6160583941605839,0.9960474308300395,0.490272373540856,0.6571056062581486,0.005847953216374269,170,1,262,252
top2_mean,97,topk_mse_10,0.018404756598174532,0.9360365895282955,0.5080291970802919,1.0,0.3443579766536965,0.5123010130246021,0.0,171,0,337,177
top2_mean,99,topk_mse_10,0.029522489607334078,0.9360365895282955,0.3386861313868613,1.0,0.11867704280155641,0.21217391304347827,0.0,171,0,453,61
top2_mean,95,ensemble_mse_l1,4.039141288435845,0.8939404282431109,0.5912408759124088,0.9915966386554622,0.4591439688715953,0.6276595744680851,0.011695906432748537,169,2,278,236
top2_mean,97,ensemble_mse_l1,4.889572535549839,0.8939404282431109,0.5167883211678832,1.0,0.3560311284046693,0.5251076040172167,0.0,171,0,331,183
top2_mean,99,ensemble_mse_l1,7.501187755230053,0.8939404282431109,0.3722627737226277,1.0,0.16342412451361868,0.2809364548494983,0.0,171,0,430,84
top2_mean,95,ensemble_mse_l1_ssim,3.6066025383462907,0.8789109609302115,0.5547445255474452,0.9906103286384976,0.41050583657587547,0.5804676753782668,0.011695906432748537,169,2,303,211
top2_mean,97,ensemble_mse_l1_ssim,4.494382398322828,0.8789109609302115,0.46715328467153283,0.9869281045751634,0.29377431906614787,0.4527736131934033,0.011695906432748537,169,2,363,151
top2_mean,99,ensemble_mse_l1_ssim,6.072836447638742,0.8789109609302115,0.36642335766423356,1.0,0.1556420233463035,0.26936026936026936,0.0,171,0,434,80
top2_mean,95,ensemble_mse_retina,4.171570573982836,0.9154436025212188,0.6306569343065693,0.9924528301886792,0.5116731517509727,0.675224646983312,0.011695906432748537,169,2,251,263
top2_mean,97,ensemble_mse_retina,5.900781136444045,0.9154436025212188,0.5109489051094891,1.0,0.34824902723735407,0.5165945165945166,0.0,171,0,335,179
top2_mean,99,ensemble_mse_retina,9.700012457087146,0.9154436025212188,0.34890510948905107,1.0,0.13229571984435798,0.23367697594501718,0.0,171,0,446,68
top2_mean,95,ensemble_mse_ssim_topk,4.299734257986692,0.9171843356770656,0.6087591240875913,0.9959677419354839,0.4805447470817121,0.6482939632545932,0.005847953216374269,170,1,267,247
top2_mean,97,ensemble_mse_ssim_topk,5.615528802414873,0.9171843356770656,0.5036496350364964,1.0,0.33852140077821014,0.5058139534883721,0.0,171,0,340,174
top2_mean,99,ensemble_mse_ssim_topk,9.457833946739424,0.9171843356770656,0.33138686131386863,1.0,0.10894941634241245,0.19649122807017544,0.0,171,0,458,56
top2_mean,95,ensemble_l1_ssim_topk,3.4040224721084855,0.9052381277447834,0.6233576642335766,0.9885496183206107,0.5038910505836576,0.6675257731958762,0.017543859649122806,168,3,255,259
top2_mean,97,ensemble_l1_ssim_topk,4.338062649428103,0.9052381277447834,0.5226277372262774,1.0,0.3638132295719844,0.5335235378031383,0.0,171,0,327,187
top2_mean,99,ensemble_l1_ssim_topk,7.0209714761087,0.9052381277447834,0.34014598540145985,1.0,0.12062256809338522,0.2152777777777778,0.0,171,0,452,62
top2_mean,95,ensemble_mse_l1_retina,3.760973750225515,0.9036566773613672,0.6160583941605839,0.9883268482490273,0.49416342412451364,0.6588845654993515,0.017543859649122806,168,3,260,254
top2_mean,97,ensemble_mse_l1_retina,4.8472502666171,0.9036566773613672,0.5255474452554745,1.0,0.36770428015564205,0.5376955903271693,0.0,171,0,325,189
top2_mean,99,ensemble_mse_l1_retina,7.956751350375094,0.9036566773613672,0.34890510948905107,1.0,0.13229571984435798,0.23367697594501718,0.0,171,0,446,68
top2_mean,95,ensemble_all_base,3.681668142942686,0.9123717204814891,0.6277372262773723,0.9886792452830189,0.5097276264591439,0.6726572528883183,0.017543859649122806,168,3,252,262
top2_mean,97,ensemble_all_base,5.061977236314656,0.9123717204814891,0.5167883211678832,1.0,0.3560311284046693,0.5251076040172167,0.0,171,0,331,183
top2_mean,99,ensemble_all_base,8.418316329488553,0.9123717204814891,0.3372262773722628,1.0,0.11673151750972763,0.20905923344947736,0.0,171,0,454,60
